,address,state,baths,beds,list_price,is_foreclosure,latitude,longitude,CityName,CountyName,NeighborhoodName,ZipCodeName,StatusInactive,StatusActive,StatusPending,StatusPublicRecord,TypeCondo/Coop,TypeSingleFamilyResidential,TypeMulti Family,TypeOther,TypeTownhouse,TypeCondo/Co-op,TypeGarage
502,10440 Southwest 126th Ave,FL,2.0,3.0,368000.0,0,25.67,-80.3991,1,1,14,9,1,0,0,0,0,1,0,0,0,0,0
503,10440 SW 127th Ave,FL,2.0,3.0,424900.0,0,25.6702,-80.4004,1,1,14,9,1,0,0,0,0,1,0,0,0,0,0
504,10450 SW 123 Court,FL,2.0,3.0,374900.0,0,25.6698,-80.3956,1,1,14,9,1,0,0,0,0,1,0,0,0,0,0
506,10481 SW 123rd Ct,FL,2.0,3.0,399900.0,0,25.6697,-80.3949,1,1,14,9,1,0,0,0,0,1,0,0,0,0,0
507,10501 SW 126th Ave,FL,2.0,3.0,452500.0,0,25.6696,-80.3987,1,1,14,9,1,0,0,0,0,1,0,0,0,0,0
509,1 E Shore Dr,FL,3.0,4.0,1196000.0,0,25.7462,-80.2126,1,3,5,10,1,0,0,0,0,1,0,0,0,0,0
510,1 EDGEWATER DR #102,FL,1.0,1.0,249000.0,0,25.7073,-80.2525,1,1,14,10,1,0,0,0,1,0,0,0,0,0,0
511,1 Edgewater Dr #201,FL,1.0,1.0,250000.0,0,25.7073,-80.254,1,1,14,10,1,0,0,0,1,0,0,0,0,0,0
512,1 Edgewater Dr #203,FL,1.0,1.0,194999.0,0,25.7073,-80.2525,1,3,16,10,1,0,0,0,0,0,0,0,0,1,0
513,1 Grove Isle Dr #A1009,FL,3.0,3.0,1680000.0,0,25.7351,-80.2187,1,1,17,10,1,0,0,0,1,0,0,0,0,0,0
514,1 Grove Isle Dr #A1104,FL,2.0,2.0,929000.0,0,25.7347,-80.2195,1,1,17,10,1,0,0,0,1,0,0,0,0,0,0
515,1 Grove Isle Dr #A1106,FL,2.0,2.0,1700000.0,0,25.7348,-80.2196,1,3,17,10,1,0,0,0,1,0,0,0,0,0,0
516,1 Grove Isle Dr #A1204,FL,2.0,2.0,969000.0,0,25.7351,-80.2187,1,1,17,10,1,0,0,0,1,0,0,0,0,0,0
517,1 Grove Isle Dr #A1704,FL,2.0,2.0,690000.0,0,25.7347,-80.2195,1,1,17,10,1,0,0,0,1,0,0,0,0,0,0
518,1 Grove Isle Dr #A1709,FL,3.0,3.0,2349000.0,0,25.7351,-80.2187,1,1,17,10,0,1,0,0,1,0,0,0,0,0,0
519,1 Grove Isle Dr #A1810,FL,3.0,4.0,2200000.0,0,25.7347,-80.2195,1,1,17,10,1,0,0,0,1,0,0,0,0,0,0
520,1 Grove Isle Dr #A207,FL,2.0,2.0,425000.0,0,25.7351,-80.2187,1,1,17,10,1,0,0,0,1,0,0,0,0,0,0
521,1 Grove Isle Dr #A210,FL,3.0,3.0,1199000.0,0,25.7351,-80.2187,1,1,17,10,1,0,0,0,1,0,0,0,0,0,0
522,1 Grove Isle Dr #A308,FL,2.0,2.0,627000.0,0,25.7351,-80.2187,1,1,17,10,1,0,0,0,1,0,0,0,0,0,0
523,1 Grove Isle Dr #A403,FL,2.0,2.0,595000.0,0,25.7351,-80.2187,1,1,17,10,1,0,0,0,1,0,0,0,0,0,0
524,1 Grove Isle Dr #A601,FL,2.0,3.0,1899000.0,0,25.7348,-80.2196,1,3,17,10,1,0,0,0,1,0,0,0,0,0,0
525,1 Grove Isle Dr #A605,FL,2.0,2.0,849000.0,0,25.7347,-80.2195,1,1,17,10,1,0,0,0,1,0,0,0,0,0,0
526,1 Grove Isle Dr #A705,FL,2.0,2.0,1295000.0,0,25.7347,-80.2195,1,1,17,10,1,0,0,0,1,0,0,0,0,0,0
527,1 Grove Isle Dr #A803,FL,3.0,2.0,1690000.0,0,25.7347,-80.2195,1,1,17,10,1,0,0,0,1,0,0,0,0,0,0
528,1 Grove Isle Dr #A809,FL,3.0,3.0,1399000.0,0,25.7347,-80.2195,1,1,17,10,1,0,0,0,1,0,0,0,0,0,0
529,1 Grove Isle Dr #A909,FL,3.0,3.0,1495000.0,0,25.7348,-80.2196,1,1,17,10,1,0,0,0,1,0,0,0,0,0,0
530,1 Grove Isle Dr Unit A1108,FL,2.0,2.0,849000.0,0,25.7348,-80.2196,1,3,5,10,1,0,0,0,0,0,0,0,0,1,0
531,1 Grove Isle Dr Unit A1408,FL,2.0,2.0,820000.0,0,25.7348,-80.2196,1,3,5,10,1,0,0,0,0,0,0,0,0,1,0
532,1 Grove Isle Dr Unit A1507,FL,2.0,2.0,729000.0,0,25.7348,-80.2196,1,3,5,10,1,0,0,0,0,0,0,0,0,1,0
533,1 Grove Isle Dr Unit A1508,FL,2.0,2.0,849000.0,0,25.7352,-80.2187,1,3,5,10,1,0,0,0,0,0,0,0,0,1,0
534,1 Grove Isle Dr Unit A1706,FL,2.0,2.0,819000.0,0,25.7348,-80.2196,1,3,5,10,1,0,0,0,0,0,0,0,0,1,0
535,1 Grove Isle Dr Unit A201,FL,3.0,3.0,1350000.0,0,25.7348,-80.2196,1,3,5,10,1,0,0,0,0,0,0,0,0,1,0
536,1 Park Grove Ln Unit 14D,FL,4.0,3.0,4119000.0,0,25.7308,-80.2377,3,3,5,10,1,0,0,0,0,0,0,0,0,1,0
537,1 Park Grove Ln Unit 16A,FL,6.0,4.0,5272000.0,0,25.7308,-80.2377,3,3,5,10,1,0,0,0,0,0,0,0,0,1,0
538,1 Park Grove Ln Unit 7B,FL,4.0,3.0,3405000.0,0,25.7308,-80.2377,3,3,5,10,1,0,0,0,0,0,0,0,0,1,0
539,1 Samana Dr,FL,3.0,4.0,1250000.0,0,25.7466,-80.2129,1,1,5,10,1,0,0,0,0,1,0,0,0,0,0
540,10 Edgewater Dr Unit 11H,FL,3.0,3.0,1995000.0,0,25.7063,-80.2533,1,3,16,10,1,0,0,0,0,0,0,0,0,1,0
541,10 Edgewater Dr Unit 15F,FL,4.0,3.0,2695000.0,0,25.7063,-80.2533,1,3,16,10,1,0,0,0,0,0,0,0,0,1,0
542,10 Edgewater Dr Unit 16C,FL,3.0,2.0,2500000.0,0,25.7063,-80.2533,1,3,16,10,1,0,0,0,0,0,0,0,0,1,0
543,10 Edgewater Dr Unit 5F,FL,4.0,3.0,1875000.0,0,25.7063,-80.2533,1,3,16,10,1,0,0,0,0,0,0,0,0,1,0
544,10 Edgewater Dr Unit 7C,FL,4.0,2.0,2150000.0,0,25.7063,-80.2533,1,3,16,10,1,0,0,0,0,0,0,0,0,1,0
545,10 Edgewater Dr Unit 7F,FL,4.0,3.0,2195000.0,0,25.7063,-80.2533,1,3,16,10,1,0,0,0,0,0,0,0,0,1,0
546,10 Edgewater Dr Unit 8C,FL,4.0,2.0,2450000.0,0,25.7063,-80.2533,1,3,16,10,1,0,0,0,0,0,0,0,0,1,0
547,10 Edgewater Dr Unit 8G,FL,3.0,2.0,2495000.0,0,25.7063,-80.2533,1,3,16,10,1,0,0,0,0,0,0,0,0,1,0
548,10 Edgewater Dr Unit LA-NO,FL,3.0,2.0,1099000.0,0,25.7063,-80.2533,1,3,16,10,1,0,0,0,0,0,0,0,0,1,0
549,10 Edgewater Dr Unit TS-D,FL,4.0,4.0,4400000.0,0,25.7063,-80.2533,1,3,16,10,1,0,0,0,0,0,0,0,0,1,0
550,10 Prospect Drive,FL,2.0,3.0,1275000.0,0,25.7089,-80.253,1,1,14,10,1,0,0,0,0,1,0,0,0,0,0
551,100 Edgewater Dr #213,FL,2.0,1.0,239900.0,0,25.7062,-80.2564,1,3,16,10,1,0,0,0,0,0,0,0,0,1,0
552,100 Edgewater Dr #237,FL,2.0,1.0,249900.0,0,25.7062,-80.2564,1,3,16,10,1,0,0,0,0,0,0,0,0,1,0
553,100 Edgewater Dr #238,FL,2.0,2.0,398000.0,0,25.7062,-80.2564,1,3,16,10,1,0,0,0,0,0,0,0,0,1,0
554,100 Edgewater Dr #338,FL,2.0,2.0,359000.0,0,25.7062,-80.2564,1,3,16,10,1,0,0,0,0,0,0,0,0,1,0
555,100 Edgewater Dr #342,FL,2.0,2.0,399000.0,0,25.7062,-80.2564,1,3,16,10,1,0,0,0,0,0,0,0,0,1,0
556,101 West Shore Drive,FL,2.0,4.0,1418382.0,0,25.7475,-80.2166,1,5,8,10,0,0,0,1,0,1,0,0,0,0,0
557,1010 Brickell Ave # 3306,FL,3.0,2.0,860000.0,0,25.764,-80.1913,1,3,2,10,1,0,0,0,1,0,0,0,0,0,0
558,10140 SW 77 Ct,FL,3.0,2.0,300000.0,0,25.7419,-80.2409,1,1,18,10,1,0,0,0,1,0,0,0,0,0,0
559,110 N Prospect Dr,FL,2.0,3.0,2650000.0,0,25.7092,-80.2496,1,1,14,10,0,1,0,0,0,1,0,0,0,0,0
560,112 Florida Ave,FL,3.0,3.0,649000.0,0,25.728,-80.2561,1,3,16,10,1,0,0,0,0,1,0,0,0,0,0
561,117 Florida Ave,FL,2.0,2.0,950000.0,0,25.7284,-80.2563,1,3,14,10,1,0,0,0,0,1,0,0,0,0,0
562,118 Florida Ave,FL,1.0,3.0,399000.0,0,25.728,-80.2564,1,1,14,10,1,0,0,0,0,1,0,0,0,0,0
563,120 W Shore Dr W,FL,2.0,3.0,1025000.0,0,25.7466,-80.2176,1,1,8,10,1,0,0,0,0,1,0,0,0,0,0
564,121 W Shore Dr.,FL,3.0,4.0,1260000.0,0,25.747,-80.2177,1,1,8,10,1,0,0,0,0,1,0,0,0,0,0
565,125 W Shore Dr W,FL,4.0,4.0,933000.0,0,25.747,-80.218,1,1,8,10,1,0,0,0,0,1,0,0,0,0,0
566,134 Florida Ave,FL,1.0,2.0,424000.0,0,25.728,-80.257,1,3,14,10,1,0,0,0,0,1,0,0,0,0,0
567,1340 S Dixie Hwy,FL,1.0,1.0,688000.0,0,25.7458,-80.2218,1,3,8,10,0,0,0,1,0,1,0,0,0,0,0
568,137 W Shore Dr W,FL,5.0,4.0,2490000.0,0,25.7467,-80.2188,1,1,8,10,1,0,0,0,0,1,0,0,0,0,0
569,14 Pinta Rd,FL,4.0,4.0,1595000.0,0,25.7459,-80.2166,1,1,5,10,1,0,0,0,0,1,0,0,0,0,0
570,140 Morningside Dr,FL,2.0,2.0,880000.0,0,25.7081,-80.2561,1,3,16,10,1,0,0,0,0,1,0,0,0,0,0
571,141 Edgewater Dr,FL,2.0,3.0,979000.0,0,25.7072,-80.2569,1,3,16,10,1,0,0,0,0,1,0,0,0,0,0
572,144 N Prospect Dr,FL,5.0,4.0,2990000.0,0,25.7092,-80.2487,4,3,5,10,1,0,0,0,0,1,0,0,0,0,0
573,145 Frow Ave,FL,2.0,4.0,450000.0,0,25.7289,-80.2576,1,3,16,10,1,0,0,0,0,1,0,0,0,0,0
574,148 Morningside Dr,FL,3.0,3.0,2750000.0,0,25.7081,-80.2565,1,1,14,10,0,1,0,0,0,1,0,0,0,0,0
575,15 Bay Heights Dr,FL,5.0,5.0,3000000.0,0,25.7463,-80.2137,1,3,5,10,1,0,0,0,0,1,0,0,0,0,0
576,15 PINTA ROAD,FL,4.0,3.0,999000.0,0,25.7462,-80.2162,1,1,5,10,1,0,0,0,0,1,0,0,0,0,0
577,15 SHORE DRIVE EAST,FL,4.0,4.0,1799900.0,0,25.7468,-80.212,1,1,5,10,1,0,0,0,0,1,0,0,0,0,0
578,150 Edgewater Dr,FL,12.0,10.0,19000000.0,0,25.7058,-80.2571,1,3,16,10,1,0,0,0,0,1,0,0,0,0,0
579,155 Sans Souci Dr,FL,5.0,4.0,3600000.0,0,25.7092,-80.2564,1,1,14,10,1,0,0,0,0,1,0,0,0,0,0
580,1600 S Bayshore Ln #4C,FL,2.0,2.0,800000.0,0,25.7395,-80.2193,1,1,17,10,1,0,0,0,1,0,0,0,0,0,0
581,1600 S Bayshore Ln #6A,FL,2.0,2.0,699500.0,0,25.7395,-80.2193,1,1,17,10,1,0,0,0,1,0,0,0,0,0,0
582,1600 S Bayshore Ln #7D,FL,2.0,1.0,625000.0,0,25.7395,-80.2193,1,1,17,10,0,1,0,0,1,0,0,0,0,0,0
583,1600 S Bayshore Ln #8D,FL,2.0,1.0,725000.0,0,25.7395,-80.2193,1,3,17,10,1,0,0,0,1,0,0,0,0,0,0
584,1600 S Bayshore Ln Unit 2A,FL,2.0,2.0,785000.0,0,25.7394,-80.2193,1,3,5,10,1,0,0,0,0,0,0,0,0,1,0
585,1600 S Bayshore Ln Unit 5A,FL,2.0,2.0,689000.0,0,25.7394,-80.2193,1,3,5,10,1,0,0,0,0,0,0,0,0,1,0
586,1600 S Bayshore Ln Unit 5D,FL,2.0,1.0,475000.0,0,25.7394,-80.2193,1,3,5,10,1,0,0,0,1,0,0,0,0,0,0
587,1606 S Bayshore Dr,FL,5.0,6.0,4950000.0,0,25.7415,-80.2184,1,3,5,10,1,0,0,0,0,1,0,0,0,0,0
588,161 S Shore Dr,FL,4.0,4.0,2479900.0,0,25.746,-80.219,1,3,5,10,1,0,0,0,0,1,0,0,0,0,0
589,161 S SHORE DR S,FL,5.0,4.0,2999900.0,0,25.746,-80.219,1,1,8,10,1,0,0,0,0,1,0,0,0,0,0
590,161 SHORE DRIVE SOUTH,FL,5.0,4.0,1989000.0,0,25.746,-80.219,1,1,8,10,1,0,0,0,0,1,0,0,0,0,0
591,161 South Shore Dr,FL,5.0,4.0,2479900.0,0,25.746,-80.219,1,3,8,10,1,0,0,0,0,1,0,0,0,0,0
592,161 SOUTH SHORE DRIVE,FL,5.0,4.0,2199900.0,0,25.746,-80.2191,1,1,8,10,1,0,0,0,0,1,0,0,0,0,0
593,1610 S Bayshore Dr,FL,2.0,3.0,1225000.0,0,25.7415,-80.2185,1,1,5,10,1,0,0,0,0,1,0,0,0,0,0
594,1611 S Bayshore Dr,FL,4.0,4.0,1995000.0,0,25.7428,-80.2178,1,1,5,10,1,0,0,0,0,1,0,0,0,0,0
596,1616 S Bayshore Dr,FL,5.0,4.0,4800000.0,0,25.7414,-80.2187,1,1,17,10,1,0,0,0,0,1,0,0,0,0,0
597,1620 Nocatee Drive,FL,3.0,3.0,1399000.0,0,25.745,-80.2194,1,1,8,10,1,0,0,0,0,1,0,0,0,0,0
598,1621 S Bayshore Dr,FL,6.0,4.0,2350000.0,0,25.7425,-80.2183,1,3,5,10,1,0,0,0,0,1,0,0,0,0,0
599,1623 S Bayshore Dr,FL,6.0,5.0,2449000.0,0,25.742,-80.2182,1,3,5,10,1,0,0,0,0,1,0,0,0,0,0
600,1625 Tigertail Ave,FL,3.0,4.0,2550000.0,0,25.744,-80.219,1,1,17,10,0,1,0,0,0,1,0,0,0,0,0
601,1632 S Bayshore Ct #101,FL,2.0,2.0,650000.0,0,25.7398,-80.2173,1,1,5,10,1,0,0,0,1,0,0,0,0,0,0
602,1632 S Bayshore Ct #501,FL,2.0,1.0,700000.0,0,25.7398,-80.2173,1,1,5,10,1,0,0,0,1,0,0,0,0,0,0
603,1632 S Bayshore Ct #PH1,FL,2.0,2.0,1100000.0,0,25.7398,-80.2173,1,1,5,10,1,0,0,0,1,0,0,0,0,0,0
604,1632 South Bayshore Ct,FL,2.0,1.0,899000.0,0,25.7398,-80.2173,1,3,5,10,1,0,0,0,1,0,0,0,0,0,0
605,1632 South Bayshore Ct #501,FL,2.0,1.0,850000.0,0,25.7398,-80.2173,1,1,5,10,1,0,0,0,1,0,0,0,0,0,0
606,1635 Nethia Dr,FL,2.0,3.0,699000.0,0,25.7462,-80.2202,1,1,8,10,1,0,0,0,0,1,0,0,0,0,0
607,1638 S Bayshore Ct #101,FL,3.0,3.0,1450000.0,0,25.7398,-80.218,1,3,5,10,1,0,0,0,1,0,0,0,0,0,0
608,13381 SW 78 St.,FL,2.0,4.0,427000.0,0,25.7483,-80.4398,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
609,14718 SW 42nd Way,FL,4.0,4.0,475000.0,0,25.7275,-80.4334,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
610,14722 SW 25th St #14722,FL,3.0,3.0,460000.0,0,25.7439,-80.4328,1,1,19,11,1,0,0,0,0,0,0,0,1,0,0
611,14722 SW 36th Ter,FL,2.0,4.0,495000.0,0,25.7333,-80.4324,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
612,14725 SW 25th St #14725,FL,3.0,3.0,323000.0,0,25.7442,-80.4329,1,1,19,11,1,0,0,0,0,0,0,0,1,0,0
613,14729 SW 38th St,FL,2.0,4.0,649000.0,0,25.7323,-80.4323,1,1,19,11,0,1,0,0,0,1,0,0,0,0,0
614,14730 SW 43rd Way,FL,3.0,3.0,520000.0,0,25.7274,-80.434,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
615,14730 SW 52nd Ter,FL,2.0,5.0,381013.0,1,25.7175,-80.4316,1,3,19,11,1,0,0,0,0,1,0,0,0,0,0
616,14731 SW 34th Ln,FL,4.0,4.0,495000.0,0,25.7352,-80.4329,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
617,14731 SW 42nd Ter,FL,3.0,4.0,939000.0,0,25.7268,-80.433,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
618,14734 SW 52nd Ter,FL,2.0,4.0,499900.0,0,25.7172,-80.4318,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
619,14735 SW 23rd St #14735,FL,3.0,4.0,460000.0,0,25.7459,-80.4332,1,1,19,11,1,0,0,0,0,0,0,0,1,0,0
620,14736 SW 54th Ter,FL,2.0,3.0,599000.0,0,25.7159,-80.4323,1,1,19,11,0,1,0,0,0,1,0,0,0,0,0
621,14738 SW 22nd Ter #14738,FL,3.0,3.0,485000.0,0,25.7461,-80.4333,1,1,19,11,0,0,1,0,0,0,0,0,1,0,0
622,14739 SW 23rd St,FL,3.0,4.0,472000.0,0,25.7459,-80.4333,1,1,19,11,1,0,0,0,0,0,0,0,1,0,0
623,14743 SW 23rd St #14743,FL,3.0,4.0,419000.0,0,25.7459,-80.4334,1,1,19,11,1,0,0,0,1,0,0,0,0,0,0
624,14743 SW 42nd Ter,FL,3.0,4.0,444900.0,0,25.7265,-80.4334,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
625,14747 SW 23rd St #14747,FL,3.0,4.0,435000.0,0,25.7459,-80.4334,1,1,19,11,1,0,0,0,1,0,0,0,0,0,0
626,14747 SW 42nd Ter,FL,3.0,4.0,399999.0,0,25.7263,-80.4335,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
627,14749 SW 25th St,FL,3.0,3.0,359000.0,0,25.7442,-80.4334,1,1,19,11,1,0,0,0,0,0,0,0,1,0,0
628,14751 SW 23rd St #14751,FL,3.0,4.0,470000.0,0,25.7459,-80.4335,1,1,19,11,1,0,0,0,0,0,0,0,1,0,0
629,14751 SW 42nd Ter,FL,3.0,2.0,275000.0,0,25.7261,-80.4335,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
630,14752 25th,FL,2.0,3.0,488800.0,0,25.7433,-80.4334,1,5,19,11,0,0,0,1,0,0,0,0,1,0,0
631,14752 SW 23rd St,FL,3.0,3.0,345000.0,0,25.7456,-80.4335,1,1,19,11,1,0,0,0,1,0,0,0,0,0,0
632,14753 SW 25th St,FL,3.0,3.0,345000.0,0,25.7442,-80.4335,1,1,19,11,1,0,0,0,0,0,0,0,1,0,0
633,14754 SW 25th St,FL,3.0,3.0,460000.0,0,25.7439,-80.4335,1,1,19,11,1,0,0,0,0,0,0,0,1,0,0
634,14755 SW 25th Ln,FL,3.0,3.0,360000.0,0,25.7436,-80.4335,1,1,19,11,1,0,0,0,0,0,0,0,1,0,0
635,14755 SW 42nd Ter,FL,3.0,4.0,434000.0,0,25.726,-80.4336,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
636,14759 SW 23rd St #14759,FL,3.0,4.0,445000.0,0,25.7459,-80.4336,1,1,19,11,1,0,0,0,1,0,0,0,0,0,0
637,14770 SW 43rd Way,FL,2.0,4.0,450000.0,0,25.726,-80.4346,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
638,14771 SW 32nd Ln,FL,3.0,4.0,474900.0,0,25.7372,-80.4336,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
639,14772 SW 25th Ln #0,FL,3.0,4.0,449000.0,0,25.7433,-80.4338,1,1,19,11,1,0,0,0,0,0,0,0,1,0,0
640,14774 SW 43rd Way,FL,3.0,4.0,797900.0,0,25.7259,-80.4348,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
642,14800 SW 32nd St,FL,2.0,3.0,419409.0,0,25.7373,-80.4342,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
643,14803 SW 31st Ter,FL,3.0,4.0,729900.0,0,25.7383,-80.4343,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
644,14811 SW 34th St,FL,3.0,3.0,514990.0,0,25.7355,-80.4383,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
645,14812 SW 32nd Ln,FL,2.0,3.0,470000.0,1,25.7367,-80.4344,1,3,19,11,1,0,0,0,0,1,0,0,0,0,0
646,14815 SW 28th Ln,FL,3.0,4.0,695000.0,0,25.7407,-80.4345,1,1,19,11,0,0,1,0,0,1,0,0,0,0,0
647,14816 Southwest 29 TERRACE,FL,4.0,4.0,489000.0,0,25.742,-80.3509,1,3,19,11,1,0,0,0,0,1,0,0,0,0,0
648,14817 Southwest 30th St,FL,4.0,4.0,539000.0,0,25.7392,-80.4361,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
649,14819 SW 45th Ln,FL,3.0,4.0,329900.0,0,25.7228,-80.4334,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
650,14821 SW 34th St,FL,4.0,4.0,549990.0,0,25.7355,-80.4383,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
651,14829 SW 43rd Ter,FL,3.0,3.0,425000.0,0,25.7247,-80.434,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
652,14830 SW 45th Ln,FL,2.0,2.0,349000.0,0,25.7225,-80.4343,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
653,14831 SW 34th St,FL,3.0,3.0,738900.0,0,25.7359,-80.4346,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
654,14833 Southwest 30 St,FL,4.0,4.0,539000.0,0,25.7392,-80.4361,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
655,14834 Southwest 45th Ln,FL,3.0,2.0,359999.0,0,25.7226,-80.4345,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
656,14837 Southwest 29th Ter,FL,4.0,4.0,499000.0,0,25.742,-80.3509,1,3,19,11,1,0,0,0,0,1,0,0,0,0,0
657,14840 SW 46th Ln,FL,3.0,4.0,485000.0,0,25.7218,-80.4342,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
658,14841 SW 42nd Ln,FL,2.0,3.0,379000.0,0,25.7249,-80.4348,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
659,14845 SW 27th Ter,FL,3.0,4.0,699700.0,0,25.7419,-80.435,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
660,14848 Southwest 29th Ter,FL,4.0,4.0,489000.0,0,25.742,-80.3509,1,3,19,11,1,0,0,0,0,1,0,0,0,0,0
661,14849 SW 30th St,FL,3.0,4.0,539000.0,0,25.7395,-80.4349,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
662,14850 SW 32nd St,FL,2.0,3.0,390000.0,0,25.7373,-80.4351,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
663,14853 42nd,FL,2.0,3.0,522450.0,0,25.7248,-80.4353,1,5,19,11,0,0,0,1,1,0,0,0,0,0,0
664,14853 Southwest 29 TERRACE,FL,4.0,4.0,529000.0,0,25.742,-80.3509,1,3,19,11,1,0,0,0,0,1,0,0,0,0,0
665,14861 SW 32 LN,FL,3.0,4.0,459000.0,0,25.7351,-80.4353,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
666,14871 SW 32 Ln,FL,3.0,4.0,499000.0,0,25.7351,-80.4355,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
667,14871 SW 32nd Ln,FL,2.0,3.0,449500.0,0,25.737,-80.4354,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
668,14872 SW 22nd Ter,FL,3.0,4.0,535000.0,0,25.746,-80.4358,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
669,14876 SW 25th Ln,FL,3.0,4.0,825000.0,0,25.7432,-80.4357,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
670,14878 SW 41st Ter,FL,3.0,4.0,790000.0,0,25.7288,-80.4349,1,1,19,11,0,1,0,0,0,1,0,0,0,0,0
671,14886 SW 25th Ln,FL,3.0,4.0,579000.0,0,25.7432,-80.4359,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
672,14887 Southwest 40th Ter,FL,3.0,4.0,439500.0,0,25.7299,-80.4355,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
673,14902 SW 23rd Way #14902,FL,3.0,4.0,499900.0,0,25.7446,-80.4365,1,1,19,11,1,0,0,0,0,0,0,0,1,0,0
674,14905 SW 34th St,FL,4.0,4.0,550000.0,0,25.7358,-80.4362,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
675,14907 SW 21st Ter,FL,3.0,4.0,560000.0,0,25.7475,-80.4366,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
676,14907 SW 23rd Ln,FL,3.0,3.0,360000.0,0,25.7453,-80.4366,1,1,19,11,1,0,0,0,0,0,0,0,1,0,0
677,14908 SW 21st Ter,FL,3.0,4.0,449000.0,0,25.7471,-80.4366,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
678,14913 SW 37th St,FL,2.0,3.0,366000.0,0,25.7331,-80.4362,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
679,14914 SW 37th St,FL,2.0,3.0,377000.0,0,25.7327,-80.4362,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
680,14917 SW 38th Ter,FL,2.0,3.0,415000.0,0,25.7317,-80.4361,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
681,14927 SW 36th Ter,FL,2.0,4.0,280000.0,0,25.7337,-80.4364,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
682,14930 SW 39th St,FL,2.0,3.0,365000.0,0,25.7306,-80.4364,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
683,14930 SW 41st Ln #/,FL,3.0,4.0,350000.0,0,25.729,-80.4365,1,1,19,11,1,0,0,0,1,0,0,0,0,0,0
684,14931 SW 21st Ter,FL,3.0,4.0,449500.0,0,25.7475,-80.4369,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
685,14933 SW 22nd St,FL,3.0,3.0,439000.0,0,25.7468,-80.4372,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
686,14935 SW 38th St,FL,2.0,3.0,352000.0,0,25.7324,-80.4366,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
687,14936 SW 34th Street,FL,3.0,4.0,900000.0,0,25.7353,-80.4367,1,1,19,11,0,1,0,0,0,1,0,0,0,0,0
688,14937 SW 38th Ter,FL,2.0,3.0,389900.0,0,25.7317,-80.4365,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
689,14938 SW 38th Ter,FL,2.0,4.0,400000.0,0,25.7313,-80.4365,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
690,14942 SW 22nd St,FL,3.0,4.0,400000.0,1,25.7463,-80.4373,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
691,14944 SW 37th St,FL,2.0,4.0,375000.0,0,25.7327,-80.4369,1,1,19,11,1,0,0,0,0,1,0,0,0,0,0
